country_code,country_name,region,income_level,indicator_code,indicator_name,value,year
TTO,Trinidad and Tobago,Latin America & Caribbean ,High income,SP.ADO.TFRT,"Adolescent fertility rate (per 1,000 women ages 15-19)",36.03,2024
TUN,Tunisia,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,SP.ADO.TFRT,"Adolescent fertility rate (per 1,000 women ages 15-19)",4.207,2024
TUR,Turkiye,Europe & Central Asia,Upper middle income,SP.ADO.TFRT,"Adolescent fertility rate (per 1,000 women ages 15-19)",11.182,2024
TKM,Turkmenistan,Europe & Central Asia,Upper middle income,SP.ADO.TFRT,"Adolescent fertility rate (per 1,000 women ages 15-19)",20.145,2024
TCA,Turks and Caicos Islands,Latin America & Caribbean ,High income,SP.ADO.TFRT,"Adolescent fertility rate (per 1,000 women ages 15-19)",15.647,2024
TUV,Tuvalu,East Asia & Pacific,Upper middle income,SP.ADO.TFRT,"Adolescent fertility rate (per 1,000 women ages 15-19)",26.789,2024
UGA,Uganda,Sub-Saharan Africa ,Low income,SP.ADO.TFRT,"Adolescent fertility rate (per 1,000 women ages 15-19)",104.733,2024
UKR,Ukraine,Europe & Central Asia,Upper middle income,SP.ADO.TFRT,"Adolescent fertility rate (per 1,000 women ages 15-19)",10.939,2024
ARE,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income,SP.ADO.TFRT,"Adolescent fertility rate (per 1,000 women ages 15-19)",2.817,2024
GBR,United Kingdom,Europe & Central Asia,High income,SP.ADO.TFRT,"Adolescent fertility rate (per 1,000 women ages 15-19)",7.817,2024
USA,United States,North America,High income,SP.ADO.TFRT,"Adolescent fertility rate (per 1,000 women ages 15-19)",12.412,2024
URY,Uruguay,Latin America & Caribbean ,High income,SP.ADO.TFRT,"Adolescent fertility rate (per 1,000 women ages 15-19)",25.096,2024
UZB,Uzbekistan,Europe & Central Asia,Lower middle income,SP.ADO.TFRT,"Adolescent fertility rate (per 1,000 women ages 15-19)",34.138,2024
VUT,Vanuatu,East Asia & Pacific,Lower middle income,SP.ADO.TFRT,"Adolescent fertility rate (per 1,000 women ages 15-19)",65.766,2024
VEN,"Venezuela, RB",Latin America & Caribbean ,Not classified,SP.ADO.TFRT,"Adolescent fertility rate (per 1,000 women ages 15-19)",73.189,2024
VNM,Viet Nam,East Asia & Pacific,Lower middle income,SP.ADO.TFRT,"Adolescent fertility rate (per 1,000 women ages 15-19)",33.948,2024
VIR,Virgin Islands (U.S.),Latin America & Caribbean ,High income,SP.ADO.TFRT,"Adolescent fertility rate (per 1,000 women ages 15-19)",31.142,2024
YEM,"Yemen, Rep.","Middle East, North Africa, Afghanistan & Pakistan",Low income,SP.ADO.TFRT,"Adolescent fertility rate (per 1,000 women ages 15-19)",73.887,2024
ZMB,Zambia,Sub-Saharan Africa ,Lower middle income,SP.ADO.TFRT,"Adolescent fertility rate (per 1,000 women ages 15-19)",115.479,2024
ZWE,Zimbabwe,Sub-Saharan Africa ,Lower middle income,SP.ADO.TFRT,"Adolescent fertility rate (per 1,000 women ages 15-19)",95.524,2024
AFG,Afghanistan,"Middle East, North Africa, Afghanistan & Pakistan",Low income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),65.2,2018
ALB,Albania,Europe & Central Asia,Upper middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),88.4,2018
DZA,Algeria,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),95.3,2019
AGO,Angola,Sub-Saharan Africa ,Lower middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),81.6,2016
ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),100.0,2008
ARG,Argentina,Latin America & Caribbean ,Upper middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),95.0,2020
ARM,Armenia,Europe & Central Asia,Upper middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),99.6,2016
AUS,Australia,East Asia & Pacific,High income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),98.3,2008
AZE,Azerbaijan,Europe & Central Asia,Upper middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),91.7,2011
BHS,"Bahamas, The",Latin America & Caribbean ,High income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),98.0,2007
BHR,Bahrain,"Middle East, North Africa, Afghanistan & Pakistan",High income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),100.0,2007
BGD,Bangladesh,South Asia,Lower middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),75.2,2019
BRB,Barbados,Latin America & Caribbean ,High income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),93.4,2012
BLR,Belarus,Europe & Central Asia,Upper middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),99.9,2019
BLZ,Belize,Latin America & Caribbean ,Upper middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),97.2,2016
BEN,Benin,Sub-Saharan Africa ,Lower middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),83.2,2018
BTN,Bhutan,South Asia,Lower middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),97.9,2012
BOL,Bolivia,Latin America & Caribbean ,Lower middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),95.6,2016
BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),87.0,2012
BWA,Botswana,Sub-Saharan Africa ,Upper middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),94.1,2007
BRA,Brazil,Latin America & Caribbean ,Upper middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),97.2,2015
VGB,British Virgin Islands,Latin America & Caribbean ,High income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),99.0,2005
BRN,Brunei Darussalam,East Asia & Pacific,High income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),99.0,2009
BFA,Burkina Faso,Sub-Saharan Africa ,Low income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),80.2,2018
BDI,Burundi,Sub-Saharan Africa ,Low income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),99.2,2017
CPV,Cabo Verde,Sub-Saharan Africa ,Upper middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),98.8,2018
KHM,Cambodia,East Asia & Pacific,Lower middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),95.3,2014
CMR,Cameroon,Sub-Saharan Africa ,Lower middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),87.0,2018
CAN,Canada,North America,High income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),100.0,2007
CAF,Central African Republic,Sub-Saharan Africa ,Low income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),51.8,2019
TCD,Chad,Sub-Saharan Africa ,Low income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),54.7,2015
CHN,China,East Asia & Pacific,Upper middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),99.6,2018
COL,Colombia,Latin America & Caribbean ,Upper middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),97.2,2016
COM,Comoros,Sub-Saharan Africa ,Lower middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),92.1,2012
COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),82.4,2018
COG,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),93.5,2015
CRI,Costa Rica,Latin America & Caribbean ,High income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),97.6,2018
CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),93.2,2016
CUB,Cuba,Latin America & Caribbean ,Upper middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),99.1,2019
CYP,Cyprus,Europe & Central Asia,High income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),99.2,2007
DJI,Djibouti,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),87.7,2012
DMA,Dominica,Latin America & Caribbean ,Upper middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),100.0,2008
DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),98.0,2019
ECU,Ecuador,Latin America & Caribbean ,Upper middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),84.2,2004
EGY,"Egypt, Arab Rep.","Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),90.3,2014
SLV,El Salvador,Latin America & Caribbean ,Upper middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),96.0,2014
GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),91.3,2011
ERI,Eritrea,Sub-Saharan Africa ,Low income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),88.5,2010
SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),98.5,2014
ETH,Ethiopia,Sub-Saharan Africa ,Not classified,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),73.6,2019
FJI,Fiji,East Asia & Pacific,Upper middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),97.7,2021
FIN,Finland,Europe & Central Asia,High income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),99.8,2004
FRA,France,Europe & Central Asia,High income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),99.8,2004
GAB,Gabon,Sub-Saharan Africa ,Upper middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),94.7,2012
GMB,"Gambia, The",Sub-Saharan Africa ,Low income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),97.8,2020
GEO,Georgia,Europe & Central Asia,Upper middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),97.6,2010
DEU,Germany,Europe & Central Asia,High income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),100.0,2004
GHA,Ghana,Sub-Saharan Africa ,Lower middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),97.4,2019
GRD,Grenada,Latin America & Caribbean ,Upper middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),100.0,2007
GTM,Guatemala,Latin America & Caribbean ,Upper middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),91.3,2015
GIN,Guinea,Sub-Saharan Africa ,Lower middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),80.9,2018
GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),97.0,2019
GUY,Guyana,Latin America & Caribbean ,High income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),89.2,2020
HTI,Haiti,Latin America & Caribbean ,Lower middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),91.0,2017
HND,Honduras,Latin America & Caribbean ,Lower middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),96.1,2019
IND,India,South Asia,Lower middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),85.1,2021
IDN,Indonesia,East Asia & Pacific,Upper middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),97.5,2017
IRN,"Iran, Islamic Rep.","Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),96.9,2010
IRQ,Iraq,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),87.6,2018
IRL,Ireland,Europe & Central Asia,High income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),99.5,2004
IMN,Isle of Man,Europe & Central Asia,High income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),84.903397092,2010
ITA,Italy,Europe & Central Asia,High income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),99.0,2004
JAM,Jamaica,Latin America & Caribbean ,Upper middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),97.7,2011
JOR,Jordan,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),97.6,2018
KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),99.3,2015
KEN,Kenya,Sub-Saharan Africa ,Lower middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),92.8,2020
KIR,Kiribati,East Asia & Pacific,Lower middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),89.2,2019
PRK,"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),99.5,2017
XKX,Kosovo,Europe & Central Asia,Upper middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),99.7,2020
KWT,Kuwait,"Middle East, North Africa, Afghanistan & Pakistan",High income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),100.0,2007
KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),99.8,2018
LAO,Lao PDR,East Asia & Pacific,Lower middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),78.4,2017
LVA,Latvia,Europe & Central Asia,High income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),91.8,2004
LBN,Lebanon,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),95.6,2004
LSO,Lesotho,Sub-Saharan Africa ,Lower middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),91.3,2018
LBR,Liberia,Sub-Saharan Africa ,Low income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),97.8,2020
LBY,Libya,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),93.0,2007
LTU,Lithuania,Europe & Central Asia,High income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),100.0,2004
MDG,Madagascar,Sub-Saharan Africa ,Low income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),88.9,2021
MWI,Malawi,Sub-Saharan Africa ,Low income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),96.8,2020
MYS,Malaysia,East Asia & Pacific,Upper middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),97.2,2014
MDV,Maldives,South Asia,Upper middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),98.7,2017
MLI,Mali,Sub-Saharan Africa ,Low income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),79.5,2018
MLT,Malta,"Middle East, North Africa, Afghanistan & Pakistan",High income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),100.0,2004
MHL,Marshall Islands,East Asia & Pacific,Upper middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),81.2,2007
MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),85.0,2021
MEX,Mexico,Latin America & Caribbean ,Upper middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),98.5,2015
FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),80.0,2008
MDA,Moldova,Europe & Central Asia,Upper middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),98.8,2012
MNG,Mongolia,East Asia & Pacific,Upper middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),99.1,2018
MNE,Montenegro,Europe & Central Asia,Upper middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),97.2,2018
MAR,Morocco,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),88.5,2018
MOZ,Mozambique,Sub-Saharan Africa ,Low income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),94.0,2018
MMR,Myanmar,East Asia & Pacific,Lower middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),80.7,2016
NAM,Namibia,Sub-Saharan Africa ,Lower middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),96.6,2013
NRU,Nauru,East Asia & Pacific,High income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),94.5,2007
NPL,Nepal,South Asia,Lower middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),88.8,2019
NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),94.6,2012
NER,Niger,Sub-Saharan Africa ,Low income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),83.5,2021
NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),67.0,2018
MKD,North Macedonia,Europe & Central Asia,Upper middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),97.3,2019
OMN,Oman,"Middle East, North Africa, Afghanistan & Pakistan",High income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),98.6,2014
PAK,Pakistan,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),91.2,2019
PLW,Palau,East Asia & Pacific,High income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),90.3,2010
PAN,Panama,Latin America & Caribbean ,High income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),99.1,2015
PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),76.1,2018
PRY,Paraguay,Latin America & Caribbean ,Upper middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),98.7,2016
PER,Peru,Latin America & Caribbean ,Upper middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),98.1,2020
PHL,Philippines,East Asia & Pacific,Lower middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),93.8,2017
PRT,Portugal,Europe & Central Asia,High income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),100.0,2004
QAT,Qatar,"Middle East, North Africa, Afghanistan & Pakistan",High income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),90.8,2012
ROU,Romania,Europe & Central Asia,High income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),72.3,2020
RWA,Rwanda,Sub-Saharan Africa ,Low income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),97.7,2020
WSM,Samoa,East Asia & Pacific,Upper middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),94.1,2020
STP,Sao Tome and Principe,Sub-Saharan Africa ,Lower middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),98.1,2019
SAU,Saudi Arabia,"Middle East, North Africa, Afghanistan & Pakistan",High income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),97.0,2008
SEN,Senegal,Sub-Saharan Africa ,Lower middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),97.6,2019
SRB,Serbia,Europe & Central Asia,Upper middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),99.4,2019
SLE,Sierra Leone,Sub-Saharan Africa ,Low income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),97.9,2019
SVK,Slovak Republic,Europe & Central Asia,High income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),96.9,2004
SVN,Slovenia,Europe & Central Asia,High income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),99.5,2004
SLB,Solomon Islands,East Asia & Pacific,Lower middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),88.5,2015
SOM,"Somalia, Fed. Rep.",Sub-Saharan Africa ,Low income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),31.1,2019
ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),93.7,2016
SSD,South Sudan,Sub-Saharan Africa ,Low income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),61.9,2013
LKA,Sri Lanka,South Asia,Lower middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),98.8,2016
KNA,St. Kitts and Nevis,Latin America & Caribbean ,High income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),100.0,2007
LCA,St. Lucia,Latin America & Caribbean ,Upper middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),96.9,2012
VCT,St. Vincent and the Grenadines,Latin America & Caribbean ,Upper middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),99.5,2008
SDN,Sudan,Sub-Saharan Africa ,Low income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),79.1,2014
SUR,Suriname,Latin America & Caribbean ,Upper middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),84.8,2018
SWE,Sweden,Europe & Central Asia,High income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),100.0,2004
SYR,Syrian Arab Republic,"Middle East, North Africa, Afghanistan & Pakistan",Low income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),87.7,2009
TJK,Tajikistan,Europe & Central Asia,Lower middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),91.8,2017
TZA,Tanzania,Sub-Saharan Africa ,Lower middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),98.0,2017
THA,Thailand,East Asia & Pacific,Upper middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),98.6,2019
TLS,Timor-Leste,East Asia & Pacific,Lower middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),84.4,2016
TGO,Togo,Sub-Saharan Africa ,Low income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),77.9,2017
TON,Tonga,East Asia & Pacific,Upper middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),97.7,2019
TTO,Trinidad and Tobago,Latin America & Caribbean ,High income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),95.1,2011
TUN,Tunisia,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),95.3,2018
TUR,Turkiye,Europe & Central Asia,Upper middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),96.4,2018
TKM,Turkmenistan,Europe & Central Asia,Upper middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),100.0,2019
TCA,Turks and Caicos Islands,Latin America & Caribbean ,High income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),97.3,2020
TUV,Tuvalu,East Asia & Pacific,Upper middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),93.9,2020
UGA,Uganda,Sub-Saharan Africa ,Low income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),95.1,2019
UKR,Ukraine,Europe & Central Asia,Upper middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),98.6,2012
ARE,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),100.0,2007
URY,Uruguay,Latin America & Caribbean ,High income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),97.2,2013
UZB,Uzbekistan,Europe & Central Asia,Lower middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),99.4,2015
VUT,Vanuatu,East Asia & Pacific,Lower middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),75.6,2013
VEN,"Venezuela, RB",Latin America & Caribbean ,Not classified,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),97.5,2013
VNM,Viet Nam,East Asia & Pacific,Lower middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),97.0,2021
YEM,"Yemen, Rep.","Middle East, North Africa, Afghanistan & Pakistan",Low income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),59.8,2013
ZMB,Zambia,Sub-Saharan Africa ,Lower middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),96.9,2019
ZWE,Zimbabwe,Sub-Saharan Africa ,Lower middle income,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),93.3,2019
AFG,Afghanistan,"Middle East, North Africa, Afghanistan & Pakistan",Low income,NY.GDP.PCAP.CD,GDP per capita (current USD),413.757894705303,2023
ALB,Albania,Europe & Central Asia,Upper middle income,NY.GDP.PCAP.CD,GDP per capita (current USD),11377.7757431099,2024
DZA,Algeria,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,NY.GDP.PCAP.CD,GDP per capita (current USD),5752.99076651465,2024
ASM,American Samoa,East Asia & Pacific,High income,NY.GDP.PCAP.CD,GDP per capita (current USD),18017.4589383973,2022
AND,Andorra,Europe & Central Asia,High income,NY.GDP.PCAP.CD,GDP per capita (current USD),49303.6491674336,2024
AGO,Angola,Sub-Saharan Africa ,Lower middle income,NY.GDP.PCAP.CD,GDP per capita (current USD),2665.87444776753,2024
ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,NY.GDP.PCAP.CD,GDP per capita (current USD),23542.4526945578,2024
ARG,Argentina,Latin America & Caribbean ,Upper middle income,NY.GDP.PCAP.CD,GDP per capita (current USD),13969.7836603737,2024
ARM,Armenia,Europe & Central Asia,Upper middle income,NY.GDP.PCAP.CD,GDP per capita (current USD),8556.21406956719,2024
ABW,Aruba,Latin America & Caribbean ,High income,NY.GDP.PCAP.CD,GDP per capita (current USD),39498.5941293797,2024
AUS,Australia,East Asia & Pacific,High income,NY.GDP.PCAP.CD,GDP per capita (current USD),64603.9856308464,2024
AUT,Austria,Europe & Central Asia,High income,NY.GDP.PCAP.CD,GDP per capita (current USD),58268.8787651601,2024
AZE,Azerbaijan,Europe & Central Asia,Upper middle income,NY.GDP.PCAP.CD,GDP per capita (current USD),7283.8499076179,2024
BHS,"Bahamas, The",Latin America & Caribbean ,High income,NY.GDP.PCAP.CD,GDP per capita (current USD),39455.4466548546,2024
BHR,Bahrain,"Middle East, North Africa, Afghanistan & Pakistan",High income,NY.GDP.PCAP.CD,GDP per capita (current USD),29653.5682731534,2024
BGD,Bangladesh,South Asia,Lower middle income,NY.GDP.PCAP.CD,GDP per capita (current USD),2593.41611680774,2024
BRB,Barbados,Latin America & Caribbean ,High income,NY.GDP.PCAP.CD,GDP per capita (current USD),26544.8707282621,2024
BLR,Belarus,Europe & Central Asia,Upper middle income,NY.GDP.PCAP.CD,GDP per capita (current USD),8317.63399913792,2024
