country_code,country_name,region,income_level,indicator_code,indicator_name,value,year
PRK,"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",4.382,2017
KOR,"Korea, Rep.",East Asia & Pacific,High income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",9.086,2022
KWT,Kuwait,"Middle East, North Africa, Afghanistan & Pakistan",High income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",4.545,2020
KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",4.076,2023
LAO,Lao PDR,East Asia & Pacific,Lower middle income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",1.027,2023
LVA,Latvia,Europe & Central Asia,High income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",4.374,2022
LBN,Lebanon,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",1.918,2018
LSO,Lesotho,Sub-Saharan Africa ,Lower middle income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",1.756,2022
LBR,Liberia,Sub-Saharan Africa ,Low income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",1.007,2022
LBY,Libya,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",6.377,2017
LTU,Lithuania,Europe & Central Asia,High income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",7.843,2022
LUX,Luxembourg,Europe & Central Asia,High income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",13.72,2023
MDG,Madagascar,Sub-Saharan Africa ,Low income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",0.281,2022
MWI,Malawi,Sub-Saharan Africa ,Low income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",0.507,2022
MYS,Malaysia,East Asia & Pacific,Upper middle income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",4.054,2023
MDV,Maldives,South Asia,Upper middle income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",5.017,2020
MLI,Mali,Sub-Saharan Africa ,Low income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",0.268,2023
MLT,Malta,"Middle East, North Africa, Afghanistan & Pakistan",High income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",8.244,2023
MHL,Marshall Islands,East Asia & Pacific,Upper middle income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",4.305,2018
MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",1.609,2022
MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",4.048,2022
MEX,Mexico,Latin America & Caribbean ,Upper middle income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",3.028,2022
FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",2.221,2019
MDA,Moldova,Europe & Central Asia,Upper middle income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",6.317,2023
MCO,Monaco,Europe & Central Asia,High income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",20.83,2014
MNG,Mongolia,East Asia & Pacific,Upper middle income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",4.217,2018
MNE,Montenegro,Europe & Central Asia,Upper middle income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",6.08,2023
MAR,Morocco,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",0.869,2023
MOZ,Mozambique,Sub-Saharan Africa ,Low income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",0.934,2022
MMR,Myanmar,East Asia & Pacific,Lower middle income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",0.205,2022
NAM,Namibia,Sub-Saharan Africa ,Lower middle income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",5.386,2022
NRU,Nauru,East Asia & Pacific,High income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",7.304,2018
NPL,Nepal,South Asia,Lower middle income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",4.092,2023
NLD,Netherlands,Europe & Central Asia,High income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",11.67,2022
NZL,New Zealand,East Asia & Pacific,High income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",12.3,2023
NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",1.569,2017
NER,Niger,Sub-Saharan Africa ,Low income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",0.421,2023
NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",1.647,2022
MKD,North Macedonia,Europe & Central Asia,Upper middle income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",5.515,2022
NOR,Norway,Europe & Central Asia,High income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",16.51,2023
OMN,Oman,"Middle East, North Africa, Afghanistan & Pakistan",High income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",4.661,2022
PAK,Pakistan,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",0.52,2021
PLW,Palau,East Asia & Pacific,High income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",6.61,2023
PAN,Panama,Latin America & Caribbean ,High income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",3.345,2022
PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",0.508,2021
PRY,Paraguay,Latin America & Caribbean ,Upper middle income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",9.409,2022
PER,Peru,Latin America & Caribbean ,Upper middle income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",2.738,2023
PHL,Philippines,East Asia & Pacific,Lower middle income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",4.788,2021
POL,Poland,Europe & Central Asia,High income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",6.325,2022
PRT,Portugal,Europe & Central Asia,High income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",8.009,2023
QAT,Qatar,"Middle East, North Africa, Afghanistan & Pakistan",High income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",8.489,2023
ROU,Romania,Europe & Central Asia,High income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",8.253,2022
RUS,Russian Federation,Europe & Central Asia,High income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",7.039,2022
RWA,Rwanda,Sub-Saharan Africa ,Low income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",1.106,2022
WSM,Samoa,East Asia & Pacific,Upper middle income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",3.058,2020
SMR,San Marino,Europe & Central Asia,High income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",9.436,2023
STP,Sao Tome and Principe,Sub-Saharan Africa ,Lower middle income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",2.165,2022
SAU,Saudi Arabia,"Middle East, North Africa, Afghanistan & Pakistan",High income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",6.557,2023
SEN,Senegal,Sub-Saharan Africa ,Lower middle income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",0.424,2023
SRB,Serbia,Europe & Central Asia,Upper middle income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",6.689,2022
SYC,Seychelles,Sub-Saharan Africa ,High income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",7.32,2023
SLE,Sierra Leone,Sub-Saharan Africa ,Low income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",1.163,2022
SGP,Singapore,East Asia & Pacific,High income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",6.559,2022
SVK,Slovak Republic,Europe & Central Asia,High income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",6.014,2022
SVN,Slovenia,Europe & Central Asia,High income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",10.56,2022
SLB,Solomon Islands,East Asia & Pacific,Lower middle income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",2.001,2023
SOM,"Somalia, Fed. Rep.",Sub-Saharan Africa ,Low income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",0.261,2014
ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",6.393,2022
SSD,South Sudan,Sub-Saharan Africa ,Low income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",0.691,2022
ESP,Spain,Europe & Central Asia,High income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",6.406,2022
LKA,Sri Lanka,South Asia,Lower middle income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",2.258,2023
KNA,St. Kitts and Nevis,Latin America & Caribbean ,High income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",6.581,2023
LCA,St. Lucia,Latin America & Caribbean ,Upper middle income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",5.343,2023
VCT,St. Vincent and the Grenadines,Latin America & Caribbean ,Upper middle income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",4.738,2023
SDN,Sudan,Sub-Saharan Africa ,Low income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",1.083,2018
SUR,Suriname,Latin America & Caribbean ,Upper middle income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",1.727,2023
SWE,Sweden,Europe & Central Asia,High income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",11.67,2021
CHE,Switzerland,Europe & Central Asia,High income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",18.76,2022
SYR,Syrian Arab Republic,"Middle East, North Africa, Afghanistan & Pakistan",Low income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",1.757,2021
TJK,Tajikistan,Europe & Central Asia,Lower middle income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",6.453,2023
TZA,Tanzania,Sub-Saharan Africa ,Lower middle income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",0.693,2023
THA,Thailand,East Asia & Pacific,Upper middle income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",3.572,2023
TLS,Timor-Leste,East Asia & Pacific,Lower middle income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",1.738,2020
TGO,Togo,Sub-Saharan Africa ,Low income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",0.494,2022
TON,Tonga,East Asia & Pacific,Upper middle income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",4.199,2021
TTO,Trinidad and Tobago,Latin America & Caribbean ,High income,SH.MED.NUMW.P3,"Nurses and midwives (per 1,000)",4.108,2023
